[2026-02-28 07:30:00,717][__main__][INFO] - Current working directory: /scratch/aj4332/cb_env/blicket-text-llm/runs_2blickets/tio-qwen3-32b-nothink/obj_8/xor_45tests/obj_8/xor_45tests
[2026-02-28 07:31:00,753][__main__][INFO] - Trial: 0. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(2), np.int64(4)]. Rule: xor
[2026-02-28 07:32:13,087][__main__][INFO] - Trial: 1. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(5), np.int64(6)]. Rule: xor
[2026-02-28 07:33:32,105][__main__][INFO] - Trial: 2. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(1), np.int64(4)]. Rule: xor
[2026-02-28 07:34:38,146][__main__][INFO] - Trial: 3. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(2), np.int64(7)]. Rule: xor
[2026-02-28 07:35:39,720][__main__][INFO] - Trial: 4. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(3), np.int64(5)]. Rule: xor
[2026-02-28 07:36:51,717][__main__][INFO] - Trial: 5. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(0), np.int64(2)]. Rule: xor
[2026-02-28 07:37:49,999][__main__][INFO] - Trial: 6. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(5), np.int64(6)]. Rule: xor
[2026-02-28 07:39:00,091][__main__][INFO] - Trial: 7. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(4), np.int64(6)]. Rule: xor
[2026-02-28 07:40:06,622][__main__][INFO] - Trial: 8. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(1), np.int64(5)]. Rule: xor
[2026-02-28 07:41:22,494][__main__][INFO] - Trial: 9. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(2), np.int64(6)]. Rule: xor
[2026-02-28 07:42:33,280][__main__][INFO] - Trial: 10. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(1), np.int64(2)]. Rule: xor
[2026-02-28 07:43:47,232][__main__][INFO] - Trial: 11. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(0), np.int64(7)]. Rule: xor
[2026-02-28 07:44:59,440][__main__][INFO] - Trial: 12. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(2), np.int64(3)]. Rule: xor
[2026-02-28 07:45:58,877][__main__][INFO] - Trial: 13. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(1), np.int64(5)]. Rule: xor
[2026-02-28 07:47:15,288][__main__][INFO] - Trial: 14. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(0), np.int64(7)]. Rule: xor
[2026-02-28 07:48:47,897][__main__][INFO] - Trial: 15. num_objects=8. Object names: ['object 0', 'object 1', 'object 2', 'object 3', 'object 4', 'object 5', 'object 6', 'object 7']. Blicket indices: [np.int64(1), np.int64(7)]. Rule: xor
[2026-02-28 07:49:40,818][__main__][INFO] - Num trials: 16. Total time: 1180.10s. Estimated total cost: 0.0.
